"company_name","summary","author_title","author_location","recommends_flag","outlook_flag","ceo_opinion_flag","main_text_description","pros_description","cons_description","advice_to_management_description","star_rating_overall","star_rating_work_life_balance","star_rating_culture_and_values","star_rating_career_opportunities","star_rating_comp_and_benefits","star_rating_senior_management","star_rating_review_date"
"gsk","no career prospects, disconnected leadership","Former Employee - Technical","Maidenhead, England","Doesn't Recommend","Neutral Outlook","No Opinion of CEO","I worked at GlaxoSmithKline full-time for more than 3 years","good name on the CV, some benefits","discrimination based on nepotism, people without right knowledge being promoted, honest and hard working individuals left behind and loaded with other's work, total waste of time","None",1.0,3.0,2.0,1.0,4.0,1.0,"Fri Dec 27 2019 13:11:44 GMT-0800 (Pacific Standard Time)"
"gsk","Would not like to reveal","Current Employee - Project Manager","None","None","None","None","I have been working at GlaxoSmithKline full-time","Would not like to reveal","Would not like to reveal Currently","None",5.0,None,None,None,None,None,"Fri Nov 22 2019 03:17:40 GMT-0800 (Pacific Standard Time)"
"gsk","good","Former Employee - Team Member","None","None","None","None","I worked at GlaxoSmithKline full-time","Work-life balance for the job.","Salary and the bonus package.","None",5.0,5.0,5.0,5.0,4.0,5.0,"Fri Nov 22 2019 09:52:13 GMT-0800 (Pacific Standard Time)"
"gsk","I'd recommend working for GSK","Former Employee - PMO Analyst","None","None","None","None","I worked at GlaxoSmithKline full-time for more than 5 years","Very good company to work for with great benefits","Lack of parking at Brentford site","None",4.0,4.0,4.0,5.0,None,None,"Fri Nov 22 2019 03:37:18 GMT-0800 (Pacific Standard Time)"
"gsk","Good perks but very corporate","Current Employee - Static Data Maintenance Analyst","Ware, England","Recommends","Positive Outlook","Disapproves of CEO","I have been working at GlaxoSmithKline full-time for more than 3 years","Work perks (healthcare/shares etc)
Job security","Lots of red tape
Hard not to get lost in the big corporate environment","None",4.0,4.0,3.0,3.0,4.0,3.0,"Mon Nov 18 2019 08:43:57 GMT-0800 (Pacific Standard Time)"
"gsk","Good company","Current Employee - Sales Representative","None","Recommends","Positive Outlook","Disapproves of CEO","I have been working at GlaxoSmithKline full-time for less than a year","Good people very nice and helpful","Always changing messages not consistent","None",3.0,4.0,2.0,2.0,2.0,1.0,"Thu Nov 28 2019 02:16:57 GMT-0800 (Pacific Standard Time)"
"gsk","Good company","Current Employee - Sales Representative","None","Recommends","Positive Outlook","Disapproves of CEO","I have been working at GlaxoSmithKline full-time for less than a year","Good people very nice and helpful","Always changing messages not consistent","None",3.0,4.0,2.0,2.0,2.0,1.0,"Thu Nov 28 2019 02:16:57 GMT-0800 (Pacific Standard Time)"
"gsk","Great Company &amp; Diversity!","Current Employee - Business Analyst","London, England","Recommends","Positive Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time for more than a year","Managements focus on people development and engagement with diverse teams","Slow pace environment due to the nature of health care industry","None",5.0,5.0,5.0,5.0,5.0,5.0,"Thu Nov 07 2019 14:16:03 GMT-0800 (Pacific Standard Time)"
"gsk","Inspiring mission","Current Employee - Finance Director","London, England","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 10 years","Inspiring mission to improve health of millions of people.
Innovative, pushing boundaries and striving for excellence. 
People all very welcoming and collaborative to do their beat for patients
Flexible working in a global company","Decision making can be slow in such a large organisation","None",4.0,5.0,4.0,4.0,4.0,4.0,"Fri Nov 08 2019 02:32:58 GMT-0800 (Pacific Standard Time)"
"gsk","Proud to work for GSK","Current Employee - Manager","None","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 5 years","Values of company highly encouraged and feel proud of work","IT systems can be slow and make processes slow","None",5.0,None,None,None,None,None,"Thu Nov 07 2019 10:55:25 GMT-0800 (Pacific Standard Time)"
"gsk","Supportive and Innovative environment. Great chance for development","Former Employee - Medicinal Chemist","Stevenage, England","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than a year","Great working hours
Helpful employees
Work benefits 
Access to high tech equipment","Terrible location
Difficult career progression 
Can become tedious","None",4.0,5.0,5.0,3.0,5.0,4.0,"Wed Nov 06 2019 19:14:04 GMT-0800 (Pacific Standard Time)"
"gsk","Great company to work for","Current Employee - Service Specialist","Stevenage, England","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 5 years","Great work life balance.  Great trust from management so you dont feel like you're being supervised. Great benefits such as share schemes and holiday allowances","Salaries may not be as high as other companies.","None",5.0,5.0,5.0,5.0,3.0,5.0,"Mon Nov 04 2019 03:57:23 GMT-0800 (Pacific Standard Time)"
"gsk","Large multinational organisation with vast opportunities","Current Employee - Key Account Manager","London, England","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 8 years","GSK has an inclusive and supportive culture","As with many large organisations, there are lots of systems and processes","None",4.0,4.0,4.0,4.0,5.0,4.0,"Wed Oct 30 2019 07:19:24 GMT-0700 (Pacific Daylight Time)"
"gsk","gsk digital interview","Current Employee - Anonymous Employee","None","None","None","None","I have been working at GlaxoSmithKline full-time","very useful assessing tool for employers","can not be prepared well","None",5.0,None,None,None,None,None,"Mon Oct 28 2019 15:31:09 GMT-0700 (Pacific Daylight Time)"
"gsk","Recommended place to work","Current Employee - Anonymous Employee","Stevenage, England","None","None","None","I have been working at GlaxoSmithKline full-time for more than 10 years","Good renumeration and benefits. Lovely site and benefits","Poor and slow decision making","None",4.0,None,None,None,None,None,"Tue Oct 29 2019 07:37:45 GMT-0700 (Pacific Daylight Time)"
"gsk","AM Warehouse","Current Employee - Anonymous Employee","None","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 10 years","Respect, Friendly environment, Employee rights &amp; Benefits","I didn't find any Con","None",5.0,5.0,5.0,5.0,5.0,5.0,"Mon Oct 28 2019 03:08:32 GMT-0700 (Pacific Daylight Time)"
"gsk","Accounts executive","Current Employee - Anonymous Employee","London, England","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 5 years","Great intergration of systems and networking within departments","Slow moving changes due to size of organisation.","None",4.0,4.0,5.0,4.0,4.0,4.0,"Sat Oct 26 2019 04:42:02 GMT-0700 (Pacific Daylight Time)"
"gsk","Great Company","Current Employee - Research Assistant","None","None","None","None","I have been working at GlaxoSmithKline full-time","Good work culture &amp; amazing people","Hardly any! But can be hard work","None",5.0,None,None,None,None,None,"Tue Oct 22 2019 13:41:29 GMT-0700 (Pacific Daylight Time)"
"gsk","Great place to work","Former Employee - QA Scientist","Worthing, South East England, England","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 3 years","Great culture and friendly place to work","none that I have noticed","None",5.0,4.0,5.0,5.0,4.0,4.0,"Wed Oct 23 2019 06:38:05 GMT-0700 (Pacific Daylight Time)"
"gsk","Worthing site - dying on it's feet","Current Employee - Operations Manager","Worthing, South East England, England","Doesn't Recommend","Negative Outlook","Disapproves of CEO","I have been working at GlaxoSmithKline full-time for more than 5 years","Location on the south coast, pay well compared to other employers in the local area, decent people.","Stale SLT

The site at Worthing is dead, they shut Primary, shutting Suspensions, shutting Steriles, shutting Solvent Recovery.........all that is going to be left is Tablets but that'll go as they can be made anywhere. The site had 1000+ a few years ago but small 200-300 redundancies mean the site is being shut slowly.

SLT don't live the GSK values that they spout.","None",2.0,3.0,1.0,1.0,5.0,1.0,"Sat Nov 02 2019 11:54:51 GMT-0700 (Pacific Daylight Time)"
"gsk","More Cons than Pros","Former Employee - Anonymous Employee","None","None","None","No Opinion of CEO","I worked at GlaxoSmithKline full-time for more than 3 years","good benefits, work life balance","huge institution, red tape, does not value talent","None",3.0,4.0,2.0,2.0,4.0,2.0,"Tue Oct 29 2019 03:52:36 GMT-0700 (Pacific Daylight Time)"
"gsk","Awesome","Former Employee - Financial Accountant","London, England","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 5 years","Work life balance Is great!","Too many changes at present","None",5.0,5.0,5.0,5.0,4.0,4.0,"Mon Oct 14 2019 11:37:16 GMT-0700 (Pacific Daylight Time)"
"gsk","Good Company","Current Employee - LEAD AUTOMATION ENGINEER","Barnard Castle, England","Recommends","Positive Outlook","Disapproves of CEO","I have been working at GlaxoSmithKline full-time for more than 8 years","Ethical, fair pay, interesting work","Work life balance is swung in employers favour.","None",4.0,3.0,4.0,4.0,4.0,3.0,"Sun Oct 13 2019 08:20:52 GMT-0700 (Pacific Daylight Time)"
"gsk","Brilliant company","Current Employee - Director","Brentford, England","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 10 years","Values-led company, a great place to work","Slow in decision-making, multiple layers of senior management","None",5.0,4.0,5.0,5.0,5.0,3.0,"Sat Oct 12 2019 01:43:29 GMT-0700 (Pacific Daylight Time)"
"gsk","Overview","Former Employee - Director, Clinical Development","None","None","None","None","I worked at GlaxoSmithKline full-time for more than a year","Benefits, work life balance, colleagues","Intrusive leadership, lack of engagemnet and visibility","None",3.0,4.0,3.0,3.0,3.0,2.0,"Tue Oct 22 2019 15:00:44 GMT-0700 (Pacific Daylight Time)"
"gsk","values driven company","Former Employee - Anonymous Employee","None","Recommends","Positive Outlook","No Opinion of CEO","I worked at GlaxoSmithKline part-time for more than a year","Good management , interesting work, nice office","Lack of opportunity for promotion","None",4.0,3.0,4.0,4.0,4.0,3.0,"Mon Oct 07 2019 13:43:50 GMT-0700 (Pacific Daylight Time)"
"gsk","values driven company","Former Employee - Anonymous Employee","None","Recommends","Positive Outlook","No Opinion of CEO","I worked at GlaxoSmithKline part-time for more than a year","Good management , interesting work, nice office","Lack of opportunity for promotion","None",4.0,3.0,4.0,4.0,4.0,3.0,"Mon Oct 07 2019 13:43:50 GMT-0700 (Pacific Daylight Time)"
"gsk","Good Company","Former Employee - Eng Director","None","Recommends","Neutral Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 8 years","Great people and good place to work","Need to simplify processes / focus on priorities","None",4.0,None,None,None,None,None,"Thu Oct 03 2019 02:48:31 GMT-0700 (Pacific Daylight Time)"
"gsk","Industrial Placement student at GSK","Former Employee - Placement","None","None","None","None","I worked at GlaxoSmithKline full-time","Great place to work, Great atmosphere","Intense, Required dedication and hardwork","None",5.0,4.0,4.0,4.0,4.0,4.0,"Wed Oct 02 2019 08:09:21 GMT-0700 (Pacific Daylight Time)"
"gsk","People focussed / needs more performance focus","Current Employee - Finance Director","London, England","Recommends","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 8 years","Excellent culture. Strong leadership. Clear strategy. Good working atmosphere.","Lots of very long termers makes change difficult. Living off past glories and reluctant / oblivious of need to change at operational level.","None",4.0,4.0,5.0,5.0,3.0,4.0,"Mon Sep 30 2019 14:53:50 GMT-0700 (Pacific Daylight Time)"
